accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning,filtered_date,century,_primaryPlace_cleaned,countries_place,country,place,technique_filtered,color,coordinates,latitude,longitude
796-1883,1883.0,O184671,vase,,Jingdezhen,unknown,,1662-1722,2010EA5963,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
414:503/A-1885,1885.0,O184515,dessert dish,,Worcester,worcester porcelain factory,manufacturer,ca. 1762-65,2010EC5887,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1762-1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:503-1885,1885.0,O184507,dessert dish,,Worcester,worcester porcelain factory,manufacturer,ca. 1762-65,2010EC5886,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1762-1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:660/&A-1885,1885.0,O184432,caudle cup and saucer,,Worcester,worcester porcelain factory,manufacturer,ca. 1770,2010ED1160,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1770,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
75-1883,1883.0,O184144,vase,,Jingdezhen,unknown,,1800-1850,2010EB7984,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1800-1850,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
414:504-1885,1885.0,O184093,basket or dish,,Worcester,worcester porcelain factory,manufacturer,ca. 1762-65,2010EC5962,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1762-1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:661/&A-1885,1885.0,O184016,caudle cup and saucer,,Worcester,worcester porcelain factory,manufacturer,ca. 1770,2010CT4982,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1770,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:663/ to B-1885,1885.0,O183868,"caudle cup, cover and saucer",,Worcester,worcester porcelain factory,manufacturer,ca. 1770,2010EC4495,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1770,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:525-1885,1885.0,O183699,bowl,,Worcester,worcester porcelain factory,manufacturer,ca. 1760-65,2010EC6086,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1760-1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
197&A-1881,1881.0,O183673,cup and saucer,,Jingdezhen,unknown,,1875-1880,2009CT3824,porcelain,painted,guangxu,in store,False,False,1875-1880,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
414:524-1885,1885.0,O183635,bowl,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010EC6087,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:659/C-1885,1885.0,O183580,saucer,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010EC9047,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:659/A-1885,1885.0,O183578,saucer,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010ED1125,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:659/B-1885,1885.0,O183577,cup,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010EC9047,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:659-1885,1885.0,O183568,cup,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010ED1125,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:624/A-1885,1885.0,O183534,basin,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010EH2353,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:624-1885,1885.0,O183525,basin,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010EC9052,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:597/&A-1885,1885.0,O183490,teapot and cover,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,2010ED2708,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:673/A-1885,1885.0,O183374,coffee cup,,Worcester,worcester porcelain factory,manufacturer,ca. 1756-57,2010EC8611,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756-1757,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:673-1885,1885.0,O183365,coffee cup,,Worcester,worcester porcelain factory,manufacturer,ca. 1756-57,2010ED9022,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756-1757,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:577-1885,1885.0,O183346,mug,,Worcester,worcester porcelain factory,manufacturer,ca. 1760,2010ED4816,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1760,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:542-1885,1885.0,O183320,jug,,Worcester,worcester porcelain factory,manufacturer,ca. 1760,2010ED2444,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1760,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:634-1885,1885.0,O183293,spoon tray,,Worcester,worcester porcelain factory,manufacturer,ca. 1755,2010EC6125,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:35/C-1885,1885.0,O183071,cover,,Worcester,worcester porcelain factory,manufacturer,ca. 1765,,porcelain,painted,chinoiserie,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:564-1885,1885.0,O183042,mug,,Worcester,"hancock, robert",engraver,ca. 1758-60,2010EC3766,porcelain,transfer-printed,,"ceramics, room 139, the curtain foundation gallery",False,False,1758-1760,18.0,worcester,"worcester, england",england,worcester,transfer-printed,,"52.1965281, -2.2095608",52.1965281,-2.2095608
276-1864,1864.0,O183010,vase,,Jingdezhen,unknown,,1662-1722,2008BV0941,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
414:88-1885,1885.0,O182997,sauce boat,,Worcester,worcester porcelain factory,manufacturer,ca. 1754-55,2010EC8483,porcelain,transfer-printed,,"ceramics, room 139, the curtain foundation gallery",False,False,1754-1755,18.0,worcester,"worcester, england",england,worcester,transfer-printed,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:788-1885,1885.0,O182987,jug,,Worcester,worcester porcelain factory,manufacturer,ca. 1755,2010ED2445,porcelain,painted,chinoiserie,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,worcester,"worcester, england",england,worcester,painted,,"52.1965281, -2.2095608",52.1965281,-2.2095608
414:497/A-1885,1885.0,O182934,sauce boat,,Lowestoft,lowestoft porcelain factory,manufacturer,1774,2010ED1720,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1774,18.0,lowestoft,"lowestoft, england",england,lowestoft,painted,,"52.4766308, 1.7537638",52.4766308,1.7537638
414:497-1885,1885.0,O182932,sauce boat,,Lowestoft,lowestoft porcelain factory,manufacturer,1774,2010ED1212,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1774,18.0,lowestoft,"lowestoft, england",england,lowestoft,painted,,"52.4766308, 1.7537638",52.4766308,1.7537638
414:189-1885,1885.0,O182757,figure,,London,vauxhall porcelain factory,manufacturer,ca. 1753-1755,2010EC8538,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1753-1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:25-1885,1885.0,O182754,figure,,London,vauxhall porcelain factory,manufacturer,ca. 1753-1755,2009CB8607,porcelain,painted,,"ceramics, room 143, the timothy sainsbury gallery",False,False,1753-1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:679-1885,1885.0,O182720,figure,,London,vauxhall porcelain factory,manufacturer,ca. 1756-1760,2010ED4882,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756-1760,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:676-1885,1885.0,O182704,figure,,London,vauxhall porcelain factory,manufacturer,ca. 1756-1760,2010EJ1252,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756-1760,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:681-1885,1885.0,O182699,figure,,London,vauxhall porcelain factory,manufacturer,ca. 1756-1760,2010EC8489,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756-1760,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:459/&A-1885,1885.0,O182537,vase and cover,,Derby,derby porcelain factory,manufacturer,ca. 1785,2010ED7110,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1785,18.0,derby,"derby, england",england,derby,painted,,"52.9142235, -1.4719885",52.9142235,-1.4719885
414:253/A-1885,1885.0,O181586,flower pot,,Derby,derby porcelain factory,manufacturer,ca. 1765,2010EB2424,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,derby,"derby, england",england,derby,painted,,"52.9142235, -1.4719885",52.9142235,-1.4719885
414:253-1885,1885.0,O181578,flower pot,,Derby,derby porcelain factory,manufacturer,ca. 1765,2010EB2423,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,derby,"derby, england",england,derby,painted,,"52.9142235, -1.4719885",52.9142235,-1.4719885
C.954-1910,1910.0,O180427,vase,,Jingdezhen,unknown,,1700-10,2008BT0257,porcelain,painted,kangxi,"ceramics, room 145",False,False,1700-1710,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.953-1910,1910.0,O180416,vase,,Jingdezhen,unknown,,1700-10,2008BT0255,porcelain,painted,kangxi,"ceramics, room 145",False,False,1700-1710,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.952-1910,1910.0,O180414,flask,,Jingdezhen,unknown,,1662-1722,2010EC0529,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.951-1910,1910.0,O180407,flask,,Jingdezhen,unknown,,1662-1722,2010EC0505,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
414:195/A-1885,1885.0,O180284,bust,Spring,London,chelsea porcelain factory,manufacturer,ca. 1760-1769,2009CR7157,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1760-1769,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:195-1885,1885.0,O180281,bust,Winter,London,chelsea porcelain factory,manufacturer,ca. 1760-1769,2009CR6869,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1760-1769,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:194/A-1885,1885.0,O180276,figure,,London,chelsea porcelain factory,manufacturer,ca. 1759-1769,2010EC2780,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1759-1769,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:194-1885,1885.0,O180267,figure,,London,chelsea porcelain factory,manufacturer,ca. 1765,2010EC2788,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1765,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:193/A-1885,1885.0,O180258,group,Summer and Autumn,London,chelsea porcelain factory,manufacturer,ca. 1759-1769,2010EC2796,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1759-1769,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:193-1885,1885.0,O180248,group,Winter and Spring,London,chelsea porcelain factory,manufacturer,ca. 1759-1769,2010EJ1242,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1759-1769,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:192-1885,1885.0,O180234,group,The Music Lesson,London,"willems, joseph",modeller,ca. 1765,2006BC9149,porcelain,painted,,"ceramics, room 145",False,False,1765,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:379-1885,1885.0,O180143,jug,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EC4490,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:339-1885,1885.0,O180061,dish,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EB8124,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:335/A-1885,1885.0,O180057,dish,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EC2273,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:335-1885,1885.0,O180044,dish,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EC2399,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:403/B&C-1885,1885.0,O179886,cup and saucer,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EC4691,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:403/&A-1885,1885.0,O179884,cup and saucer,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EB9146,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:350-1885,1885.0,O179874,plate,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EC2354,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:346-1885,1885.0,O179866,platter,,Chelsea,chelsea porcelain factory,manufacturer,ca. 1755,2010EC2280,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,chelsea,"chelsea, england",england,chelsea,painted,,"51.4888554, -0.1653781",51.4888554,-0.1653781
414:238/&A-1885,1885.0,O179835,vase and cover,,London,chelsea porcelain factory,manufacturer,ca. 1755,2010EB9087,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1755,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:172/B-1885,1885.0,O179646,figure,,London,chelsea porcelain factory,manufacturer,ca. 1756,2009CR7074,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:172/A-1885,1885.0,O179645,figure,,London,chelsea porcelain factory,manufacturer,ca. 1756,2009CR6897,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
414:172-1885,1885.0,O179586,figure,,London,chelsea porcelain factory,manufacturer,ca. 1756,2009CR7071,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1756,18.0,london,"london, england",england,london,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
